A1BG
ACTR6
ACTR8
ACTRT3
ACVR1
ACVR1B
ACVR1C
ACVR2A
ACVR2B
ACVR2B-AS1
ACVRL1
ACY1
ACY3
ACYP1
ACYP2
ADA
ADA2
ADAD2
ADAL
ADAM10
ADAM11
ADAM12
ADAM15
ADAM17
ADAM19
ADAM20
ADAM20P1
ADAM22
ADAM23
ADAM28
ADAM32
ADAM33
ADAM8
ADAM9
ADAMDEC1
ADAMTS1
ADAMTS10
ADAMTS12
ADAMTS13
ADAMTS14
ADAMTS15
ADAMTS17
ADAMTS18
ADAMTS2
ADAMTS3
ADAMTS4
ADAMTS5
ADAMTS6
ADAMTS7
ADAMTS8
ADAMTS9
ADAMTS9-AS2
ADAMTSL1
ADAMTSL2
ADAMTSL3
ADAMTSL4
ADAMTSL5
ADAP1
ADAP2
ADAR
ADARB1
ADARB2
ADARB2-AS1
ADAT1
ADAT2
ADAT3
ADCK1
ADCK2
ADCK5
ADCY1
ADCY10
ADCY2
ADCY3
ADCY4
ADCY5
ADCY6
ADCY7
ADCY9
ADCYAP1
ADD1
ADD2
ADD3
ADGB
ADGRA2
ADGRA3
ADGRB1
ADGRB2
ADGRB3
ADGRD1
ADGRD2
ADGRE1
ADGRE2
ADGRE3
ADGRE5
ADGRF1
ADGRF3
ADGRF4
ADGRF5
ADGRG1
ADGRG2
ADGRG3
ADGRG5
ADGRG6
ADGRL1
ADGRL2
ADGRL3
ADGRL4
ADGRV1
ADH1B
ADH1C
ADH5
ADH7
ADHFE1
ADI1
ADIPOR1
ADIPOR2
ADIRF
ADK
ADM
ADM2
ADM5
ADNP
ADNP-AS1
ADNP2
ADO
ADORA1
ADORA2A-AS1
ADORA2B
ADORA3
ADPGK
ADPGK-AS1
ADPRH
ADPRHL1
ADPRM
ADPRS
ADRA2A
ADRA2B
ADRA2C
ADRB1
ADRB2
ADRB3
ADRM1
ADSL
ADSS1
ADSS2
ADTRP
AEBP1
AEBP2
AEN
AF131216.1
AF213884.2
AFAP1
AFAP1-AS1
AFAP1L1
AFAP1L2
AFDN
AFDN-DT
AFF1
AFF2
AFF3
AFF4
AFG1L
AFG3L2
AFMID
AFTPH
AGA
AGAP1
AGAP2
AGAP2-AS1
AGAP3
AGAP4
AGAP5
AGAP6
AGAP9
AGBL1
AGBL2
AGBL3
AGBL4
AGBL5
AGER
AGFG1
AGFG2
AGGF1
AGK
AGL
AGMAT
AGMO
AGO1
AGO2
AGO3
AGO4
AGPAT1
AGPAT2
AGPAT3
AGPAT4
AGPAT5
AGPS
AGR2
AGR3
AGRN
AGRP
AGT
AGTPBP1
AGTR1
AGTR2
AGTRAP
AHCTF1
AHCY
AHCYL1
AHCYL2
AHDC1
AHI1
AHNAK
AHNAK2
AHR
AHRR
AHSA1
AHSA2P
AICDA
AIDA
AIF1
AIF1L
AIFM1
AIFM2
AIFM3
AIG1
AIM2
AIMP1
AIMP2
AIP
AIPL1
AIRE
AJ239322.1
AJAP1
AJM1
AJUBA
AK1
AK2
AK3
AK4
AK5
AK6
AK7
AK8
AK9
AKAP1
AKAP10
AKAP11
AKAP12
AKAP13
AKAP14
AKAP17A
AKAP3
AKAP5
AKAP6
AKAP7
AKAP8
AKAP8L
AKAP9
AKIP1
AKIRIN1
AKIRIN2
AKNA
AKNAD1
AKR1A1
AKR1B1
AKR1B10
AKR1B15
AKR1C1
AKR1C2
AKR1C3
AKR1D1
AKR1E2
AKR7A2
AKR7A3
AKT1
AKT1S1
AKT2
AKT3
AKTIP
AL049794.1
AL132709.8
AL133245.2
AL133493.2
AL354822.1
AL356585.2
AL358852.1
AL365181.2
AL589743.1
AL592183.1
ALAD
ALAS1
ALAS2
ALCAM
ALDH16A1
ALDH18A1
ALDH1A1
ALDH1A2
ALDH1A3
ALDH1B1
ALDH1L1
ALDH1L2
ALDH2
ALDH3A1
ALDH3A2
ALDH3B1
ALDH3B2
ALDH4A1
ALDH5A1
ALDH6A1
ALDH7A1
ALDH8A1
ALDH9A1
ALDOA
ALDOC
ALG1
ALG10
ALG10B
ALG11
ALG12
ALG13
ALG14
ALG1L
ALG1L2
ALG2
ALG3
ALG5
ALG6
ALG8
ALG9
ALK
ALKAL2
ALKBH1
ALKBH2
ALKBH3
ALKBH4
ALKBH5
ALKBH6
ALKBH7
ALKBH8
ALMS1
ALOX12
ALOX12-AS1
ALOX15
ALOX15B
ALOX5
ALOX5AP
ALPG
ALPK1
ALPK2
ALPK3
ALPL
ALPP
ALS2
ALS2CL
ALYREF
AMACR
AMBP
AMBRA1
AMD1
AMDHD1
AMDHD2
AMER1
AMFR
AMH
AMHR2
AMIGO1
AMIGO2
AMMECR1
AMMECR1L
AMN
AMN1
AMOT
AMOTL1
AMOTL2
AMPD1
AMPD2
AMPD3
AMPH
AMT
AMY1A
AMY1B
AMY2A
AMY2B
AMZ1
AMZ2
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC15
ANAPC16
ANAPC2
ANAPC4
ANAPC5
ANAPC7
ANG
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANGPT4
ANGPTL1
ANGPTL2
ANGPTL4
ANGPTL6
ANK1
ANK2
ANK3
ANKAR
ANKDD1A
ANKDD1B
ANKEF1
ANKFN1
ANKFY1
ANKH
ANKHD1
ANKHD1-EIF4EBP3
ANKIB1
ANKK1
ANKLE1
ANKLE2
ANKMY1
ANKMY2
ANKRA2
ANKRD1
ANKRD10
ANKRD11
ANKRD12
ANKRD13A
ANKRD13B
ANKRD13C
ANKRD13D
ANKRD16
ANKRD17
ANKRD18A
ANKRD18B
ANKRD20A1
ANKRD20A2P
ANKRD20A3P
ANKRD20A4-ANKRD20A20P
ANKRD22
ANKRD23
ANKRD24
ANKRD26
ANKRD27
ANKRD28
ANKRD29
ANKRD30B
ANKRD31
ANKRD33B
ANKRD34A
ANKRD35
ANKRD36
ANKRD36B
ANKRD36C
ANKRD37
ANKRD39
ANKRD40
ANKRD42
ANKRD44
ANKRD45
ANKRD46
ANKRD49
ANKRD50
ANKRD52
ANKRD53
ANKRD54
ANKRD55
ANKRD6
ANKRD62
ANKRD65
ANKRD66
ANKRD9
ANKS1A
ANKS1B
ANKS3
ANKS4B
ANKS6
ANKUB1
ANKZF1
ANLN
ANO1
ANO10
ANO2
ANO5
ANO6
ANO7
ANO8
ANO9
ANOS1
ANP32A
ANP32B
ANP32D
ANP32E
ANPEP
ANTKMT
ANTXR1
ANTXR2
ANXA1
ANXA11
ANXA13
ANXA2
ANXA2R
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
ANXA8
ANXA8L1
ANXA9
AOAH
AOC1
AOC2
AOC3
AOPEP
AOX1
AP000253.1
AP000350.5
AP000438.2
AP000442.1
AP000704.5
AP000708.1
AP000769.1
AP000866.1
AP001055.6
AP001056.1
AP001189.4
AP001258.4
AP001372.2
AP001412.1
AP001437.1
AP001462.6
AP001505.10
AP001626.1
AP003774.1
AP006222.2
AP006285.2
AP006621.5
AP1AR
AP1B1
AP1G1
AP1G2
AP1M1
AP1M2
AP1S1
AP1S2
AP1S3
AP2A1
AP2A2
AP2B1
AP2M1
AP2S1
AP3B1
AP3B2
AP3D1
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4B1-AS1
AP4E1
AP4M1
AP4S1
AP5B1
AP5M1
AP5S1
AP5Z1
APAF1
APBA1
APBA2
APBA3
APBB1
APBB1IP
APBB2
APBB3
APC
APC2
APCDD1
APCDD1L
APEH
APEX1
APEX2
APH1A
APH1B
API5
APIP
APLF
APLN
APLNR
APLP1
APLP2
APMAP
APOA1
APOBEC2
APOBEC3A
APOBEC3B
APOBEC3C
APOBEC3D
APOBEC3F
APOBEC3G
APOBEC3H
APOBR
APOC1
APOC2
APOC4-APOC2
APOD
APOE
APOF
APOH
APOL1
APOL2
APOL3
APOL4
APOL6
APOLD1
APOM
APOO
APOOL
APP
APPBP2
APPL1
APPL2
APRT
APTR
APTX
AQP1
AQP11
AQP3
AQP4
AQP4-AS1
AQP5
AQP7
AQP8
AQP9
AQR
AR
ARAF
ARAP1
ARAP1-AS1
ARAP2
ARAP3
ARC
ARCN1
AREG
AREL1
ARF1
ARF3
ARF4
ARF4-AS1
ARF5
ARF6
ARFGAP1
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF2
ARFGEF3
ARFIP1
ARFIP2
ARFRP1
ARG1
ARG2
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP11A
ARHGAP11B
ARHGAP12
ARHGAP15
ARHGAP17
ARHGAP18
ARHGAP19
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP27
ARHGAP28
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP31-AS1
ARHGAP32
ARHGAP33
ARHGAP35
ARHGAP39
ARHGAP4
ARHGAP40
ARHGAP42
ARHGAP44
ARHGAP45
ARHGAP5
ARHGAP5-AS1
ARHGAP6
ARHGAP8
ARHGAP9
ARHGDIA
ARHGDIB
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF15
ARHGEF16
ARHGEF17
ARHGEF18
ARHGEF19
ARHGEF2
ARHGEF25
ARHGEF26
ARHGEF28
ARHGEF3
ARHGEF33
ARHGEF35
ARHGEF37
ARHGEF38
ARHGEF39
ARHGEF4
ARHGEF40
ARHGEF5
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID3A
ARID3B
ARID4A
ARID4B
ARID5A
ARID5B
ARIH1
ARIH2
ARIH2OS
ARL1
ARL10
ARL11
ARL13B
ARL14
ARL14EP
ARL14EPL
ARL15
ARL16
ARL17A
ARL17B
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL4D
ARL5A
ARL5B
ARL5C
ARL6
ARL6IP1
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARL9
ARMC1
ARMC10
ARMC12
ARMC2
ARMC3
ARMC5
ARMC6
ARMC7
ARMC8
ARMC9
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMCX6
ARMH1
ARMH3
ARMH4
ARMT1
ARNT
ARNT2
ARNTL
ARNTL2
ARPC1A
ARPC1B
ARPC2
ARPC3
ARPC4
ARPC5
ARPC5L
ARPIN
ARPP19
ARRB1
ARRB2
ARRDC1
ARRDC1-AS1
ARRDC2
ARRDC3
ARRDC3-AS1
ARRDC4
ARRDC5
ARSA
ARSB
ARSD
ARSD-AS1
ARSG
ARSI
ARSJ
ARSK
ARSL
ART3
ART4
ART5
ARTN
ARV1
ARVCF
ARX
ASAH1
ASAH2
ASAH2B
ASAP1
ASAP2
ASAP3
ASB1
ASB11
ASB13
ASB16
ASB16-AS1
ASB2
ASB3
ASB4
ASB6
ASB7
ASB8
ASB9
ASCC1
ASCC2
ASCC3
ASCL1
ASCL2
ASCL4
ASF1A
ASF1B
ASGR1
ASGR2
ASH1L
ASH1L-AS1
ASH2L
ASIC1
ASIC3
ASIC4
ASIP
ASL
ASMT
ASMTL
ASMTL-AS1
ASNS
ASNSD1
ASPA
ASPG
ASPH
ASPHD1
ASPHD2
ASPM
ASPN
ASPRV1
ASPSCR1
ASRGL1
ASS1
ASTE1
ASTL
ASTN2
ASXL1
ASXL2
ASXL3
ASZ1
ATAD1
ATAD2
ATAD2B
ATAD3A
ATAD3B
ATAD3C
ATAD5
ATAT1
ATCAY
ATE1
ATE1-AS1
ATF1
ATF2
ATF3
ATF4
ATF5
ATF6
ATF6B
ATF7
ATF7IP
ATF7IP2
ATG10
ATG101
ATG12
ATG13
ATG14
ATG16L1
ATG16L2
ATG2A
ATG2B
ATG3
ATG4A
ATG4B
ATG4C
ATG4D
ATG5
ATG7
ATG9A
ATG9B
ATIC
ATL1
ATL2
ATL3
ATM
ATMIN
ATN1
ATOH8
ATOX1
ATP10A
ATP10B
ATP10D
ATP11A
ATP11B
ATP11C
ATP12A
ATP13A1
ATP13A2
ATP13A3
ATP13A4
ATP13A5
ATP1A1
ATP1A2
ATP1A3
ATP1A4
ATP1B1
ATP1B2
ATP1B3
ATP1B3-AS1
ATP23
ATP2A1
ATP2A1-AS1
ATP2A2
ATP2A3
ATP2B1
ATP2B1-AS1
ATP2B4
ATP2C1
ATP2C2
ATP5F1A
ATP5F1B
ATP5F1C
ATP5F1D
ATP5F1EP2
ATP5IF1
ATP5MC1
ATP5MC2
ATP5MC3
ATP5ME
ATP5MF
ATP5MF-PTCD1
ATP5MG
ATP5MGL
ATP5MJ
ATP5MK
ATP5PB
ATP5PD
ATP5PF
ATP5PO
ATP6AP1
ATP6AP1L
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0A4
ATP6V0B
ATP6V0C
ATP6V0D1
ATP6V0D2
ATP6V0E1
ATP6V0E2
ATP6V0E2-AS1
ATP6V1A
ATP6V1B1
ATP6V1B1-AS1
ATP6V1B2
ATP6V1C1
ATP6V1C2
ATP6V1D
ATP6V1E1
ATP6V1E2
ATP6V1F
ATP6V1G1
ATP6V1G2
ATP6V1H
ATP7A
ATP7B
ATP8A1
ATP8A2
ATP8B1
ATP8B2
ATP8B3
ATP8B4
ATP9A
ATP9B
ATPAF1
ATPAF2
ATPSCKMT
ATR
ATRAID
ATRIP
ATRN
ATRX
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN3
ATXN7
ATXN7L1
ATXN7L2
ATXN7L3
ATXN7L3B
AUH
AUNIP
AUP1
AURKA
AURKAIP1
AURKB
AURKC
AUTS2
AVEN
AVIL
AVL9
AVP
AVPI1
AVPR1A
AVPR2
AWAT2
AXDND1
AXIN1
AXIN2
AXL
AZGP1
AZI2
AZIN1
AZIN1-AS1
AZIN2
AZU1
B2M
B3GALNT1
B3GALNT2
B3GALT1
B3GALT2
B3GALT4
B3GALT5
B3GALT6
B3GAT1
B3GAT2
B3GAT3
B3GLCT
B3GNT2
B3GNT3
B3GNT4
B3GNT5
B3GNT6
B3GNT7
B3GNT8
B3GNT9
B3GNTL1
B4GALNT1
B4GALNT3
B4GALNT4
B4GALT1
B4GALT1-AS1
B4GALT2
B4GALT3
B4GALT4
B4GALT5
B4GALT6
B4GALT7
B4GAT1
B9D1
B9D2
BAALC
BAALC-AS1
BAALC-AS2
BABAM1
BABAM2
BACE1
BACE1-AS
BACE2
BACH1
BACH1-AS1
BACH1-IT2
BACH2
BAD
BAG1
BAG2
BAG3
BAG4
BAG5
BAG6
BAHCC1
BAHD1
BAIAP2
BAIAP2-DT
BAIAP2L1
BAIAP2L2
BAIAP3
BAK1
BAMBI
BANF1
BANK1
BANP
BAP1
BARD1
BARX1
BARX2
BASP1
BATF
BATF2
BATF3
BAX
BAZ1A
BAZ1B
BAZ2A
BAZ2B
BBC3
BBIP1
BBOF1
BBOX1-AS1
BBS1
BBS10
BBS12
BBS2
BBS4
BBS5
BBS7
BBS9
BBX
BCAM
BCAN
BCAP29
BCAP31
BCAR1
BCAR3
BCAS1
BCAS2
BCAS3
BCAS4
BCAT1
BCAT2
BCCIP
BCDIN3D
BCDIN3D-AS1
BCHE
BCKDHA
BCKDHB
BCKDK
BCL10
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L10
BCL2L11
BCL2L12
BCL2L13
BCL2L14
BCL2L15
BCL2L2
BCL3
BCL6
BCL6B
BCL7A
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCLAF3
BCO1
BCO2
BCOR
BCORL1
BCR
BCS1L
BCYRN1
BDH1
BDH2
BDKRB1
BDKRB2
BDNF
BDNF-AS
BDP1
BEAN1
BECN1
BEGAIN
BEND2
BEND3
BEND4
BEND5
BEND6
BEND7
BEST1
BEST2
BEST4
BET1
BET1L
BEX1
BEX2
BEX3
BEX4
BEX5
BFAR
BFSP1
BFSP2
BFSP2-AS1
BGLAP
BGN
BHLHB9
BHLHE22
BHLHE40
BHLHE40-AS1
BHLHE41
BHMT2
BICC1
BICD1
BICD2
BICDL1
BICDL2
BICRA
BICRAL
BID
BIK
BIN1
BIN2
BIN3
BIRC2
BIRC3
BIRC5
BIRC6
BIRC7
BISPR
BIVM
BLACAT1
BLCAP
BLK
BLM
BLMH
BLNK
BLOC1S1
BLOC1S2
BLOC1S3
BLOC1S4
BLOC1S5
BLOC1S6
BLVRA
BLVRB
BLZF1
BMERB1
BMF
BMI1
BMP1
BMP2
BMP2K
BMP3
BMP4
BMP5
BMP6
BMP7
BMP8B
BMPER
BMPR1A
BMPR1B
BMPR2
BMS1
BMS1P14
BMT2
BMX
BNC1
BNC2
BNIP1
BNIP2
BNIP3
BNIP3L
BNIP5
BNIPL
BOC
BOD1
BOD1L1
BOK
BOK-AS1
BOLA1
BOLA2
BOLA2B
BOLA3
BOLA3-AS1
BOP1
BORA
BORCS5
BORCS6
BORCS7
BORCS8
BORCS8-MEF2B
BPGM
BPHL
BPIFA1
BPIFA2
BPIFB1
BPIFB4
BPNT1
BPNT2
BPTF
BRAF
BRAP
BRAT1
BRCA1
BRCA2
BRCC3
BRD1
BRD2
BRD3
BRD3OS
BRD4
BRD7
BRD8
BRD9
BRDT
BRF1
BRF2
BRI3
BRI3BP
BRICD5
BRINP1
BRINP3
BRIP1
BRIX1
BRK1
BRME1
BRMS1
BRMS1L
BROX
BRPF1
BRPF3
BRSK1
BRSK2
BRWD1
BRWD1-AS2
BRWD3
BSCL2
BSDC1
BSG
BSN
BSN-DT
BSND
BSPRY
BST1
BST2
BTAF1
BTBD1
BTBD10
BTBD11
BTBD16
BTBD19
BTBD2
BTBD3
BTBD6
BTBD7
BTBD8
BTBD9
BTC
BTD
BTF3
BTF3L4
BTG1
BTG2
BTG3
BTK
BTLA
BTN1A1
BTN2A1
BTN2A2
BTN3A1
BTN3A2
BTN3A3
BTNL3
BTNL8
BTNL9
BTRC
BUB1
BUB1B
BUB3
BUD13
BUD23
BUD31
BVES
BYSL
BZW1
BZW2
C10orf105
C10orf143
C10orf55
C10orf67
C10orf88
C10orf95
C11orf1
C11orf16
C11orf21
C11orf24
C11orf45
C11orf49
C11orf52
C11orf54
C11orf58
C11orf65
C11orf68
C11orf71
C11orf72
C11orf80
C11orf95
C11orf96
C11orf97
C11orf98
C12orf29
C12orf4
C12orf42
C12orf43
C12orf45
C12orf50
C12orf54
C12orf56
C12orf57
C12orf60
C12orf65
C12orf66
C12orf73
C12orf75
C12orf76
C12orf77
C14orf119
C14orf132
C14orf178
C14orf28
C14orf93
C15orf39
C15orf40
C15orf48
C15orf61
C15orf62
C15orf65
C16orf46
C16orf54
C16orf70
C16orf71
C16orf72
C16orf74
C16orf86
C16orf87
C16orf89
C16orf91
C16orf95
C17orf100
C17orf107
C17orf49
C17orf50
C17orf58
C17orf64
C17orf67
C17orf75
C17orf80
C17orf97
C17orf98
C17orf99
C18orf21
C18orf25
C18orf32
C18orf54
C19orf12
C19orf18
C19orf25
C19orf33
C19orf38
C19orf44
C19orf47
C19orf48
C19orf53
C19orf54
C19orf73
C19orf81
C19orf84
C1D
C1GALT1
C1GALT1C1
C1QA
C1QB
C1QBP
C1QC
C1QL2
C1QTNF1
C1QTNF1-AS1
C1QTNF12
C1QTNF2
C1QTNF3
C1QTNF3-AMACR
C1QTNF4
C1QTNF5
C1QTNF6
C1QTNF7
C1QTNF9
C1R
C1RL
C1RL-AS1
C1S
C1orf109
C1orf112
C1orf115
C1orf116
C1orf122
C1orf127
C1orf131
C1orf158
C1orf159
C1orf162
C1orf167
C1orf174
C1orf194
C1orf198
C1orf21
C1orf210
C1orf216
C1orf220
C1orf226
C1orf35
C1orf43
C1orf50
C1orf52
C1orf53
C1orf54
C1orf56
C1orf74
C1orf87
C2
C20orf144
C20orf194
C20orf197
C20orf202
C20orf204
C20orf27
C20orf85
C20orf96
C21orf58
C21orf62
C21orf62-AS1
C21orf91
C22orf15
C22orf34
C22orf39
C22orf46
C2CD2
C2CD2L
C2CD3
C2CD4A
C2CD4B
C2CD4C
C2CD4D
C2CD5
C2orf15
C2orf27A
C2orf42
C2orf49
C2orf50
C2orf68
C2orf69
C2orf73
C2orf74
C2orf76
C2orf80
C2orf81
C2orf88
C2orf91
C2orf92
C3
C3AR1
C3orf14
C3orf18
C3orf33
C3orf35
C3orf38
C3orf49
C3orf52
C3orf62
C3orf70
C3orf80
C3orf86
C4BPA
C4BPB
C4orf19
C4orf3
C4orf33
C4orf36
C4orf46
C4orf47
C4orf48
C5
C5AR1
C5AR2
C5orf15
C5orf17
C5orf22
C5orf24
C5orf34
C5orf38
C5orf49
C5orf51
C5orf63
C5orf66
C6
C6orf118
C6orf120
C6orf132
C6orf136
C6orf141
C6orf163
C6orf223
C6orf226
C6orf47
C6orf47-AS1
C6orf52
C6orf62
C6orf89
C6orf99
C7
C7orf25
C7orf26
C7orf31
C7orf50
C7orf57
C7orf61
C7orf65
C8A
C8B
C8G
C8orf33
C8orf34
C8orf34-AS1
C8orf37
C8orf37-AS1
C8orf44
C8orf48
C8orf49
C8orf58
C8orf76
C8orf82
C8orf86
C8orf88
C8orf89
C9
C9orf106
C9orf116
C9orf135
C9orf139
C9orf147
C9orf152
C9orf16
C9orf163
C9orf24
C9orf40
C9orf43
C9orf64
C9orf72
C9orf78
C9orf85
CA10
CA11
CA12
CA13
CA14
CA2
CA3
CA3-AS1
CA4
CA5A
CA5B
CA6
CA8
CA9
CAAP1
CAB39
CAB39L
CABCOCO1
CABIN1
CABLES1
CABLES2
CABP1
CABP4
CABP7
CABYR
CACFD1
CACHD1
CACNA1A
CACNA1B
CACNA1C
CACNA1C-AS2
CACNA1D
CACNA1F
CACNA1G
CACNA1G-AS1
CACNA1H
CACNA1I
CACNA2D1
CACNA2D2
CACNA2D3
CACNA2D4
CACNB1
CACNB2
CACNB3
CACNB4
CACNG8
CACTIN
CACUL1
CACYBP
CAD
CADM1
CADM2
CADM3
CADM3-AS1
CADM4
CADPS
CADPS2
CAGE1
CAHM
CALB2
CALCA
CALCB
CALCOCO1
CALCOCO2
CALCR
CALCRL
CALD1
CALHM1
CALHM2
CALHM5
CALHM6
CALM1
CALM2
CALM3
CALML3
CALML4
CALML5
CALN1
CALR
CALU
CALY
CAMK1
CAMK1D
CAMK1G
CAMK2B
CAMK2D
CAMK2G
CAMK2N1
CAMK4
CAMKK1
CAMKK2
CAMKMT
CAMLG
CAMP
CAMSAP1
CAMSAP2
CAMSAP3
CAMTA1
CAMTA2
CAND1
CAND2
CANT1
CANX
CAP1
CAP2
CAPG
CAPN1
CAPN10
CAPN10-DT
CAPN11
CAPN12
CAPN13
CAPN15
CAPN2
CAPN3
CAPN5
CAPN7
CAPN8
CAPNS1
CAPNS2
CAPRIN1
CAPRIN2
CAPS
CAPS2
CAPSL
CAPZA1
CAPZA2
CAPZB
CARD10
CARD11
CARD14
CARD16
CARD17
CARD18
CARD19
CARD6
CARD8
CARD8-AS1
CARD9
CARF
CARHSP1
CARM1
CARMIL1
CARMIL2
CARMIL3
CARMN
CARNMT1
CARNMT1-AS1
CARNS1
CARS1
CARS2
CASC11
CASC15
CASC2
CASC3
CASC8
CASC9
CASD1
CASK
CASKIN1
CASKIN2
CASP1
CASP10
CASP2
CASP3
CASP4
CASP5
CASP6
CASP7
CASP8
CASP8AP2
CASP9
CASQ1
CASR
CASS4
CAST
CASTOR1
CASTOR3
CASZ1
CAT
CATIP
CATSPER1
CATSPER2
